"Municipality_code","Agegroup","GGD_name","Population_2021","Municipality_name","Province","Security_region_code","Security_region_name","ROAZ_region","GGD_code","SchoolRegion","Population_2020"
"GM0321","70-79","GGD Regio Utrecht",3427,"Houten","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3246
"GM0321","80-89","GGD Regio Utrecht",1309,"Houten","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1263
"GM0321","90+","GGD Regio Utrecht",261,"Houten","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",275
"GM0327","0-9","GGD Regio Utrecht",3181,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3173
"GM0327","10-19","GGD Regio Utrecht",3762,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3815
"GM0327","20-29","GGD Regio Utrecht",2782,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2757
"GM0327","30-39","GGD Regio Utrecht",3237,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3204
"GM0327","40-49","GGD Regio Utrecht",3722,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3787
"GM0327","50-59","GGD Regio Utrecht",4637,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",4658
"GM0327","60-69","GGD Regio Utrecht",4332,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",4323
"GM0327","70-79","GGD Regio Utrecht",3219,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3128
"GM0327","80-89","GGD Regio Utrecht",1406,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1308
"GM0327","90+","GGD Regio Utrecht",266,"Leusden","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",248
"GM0331","0-9","GGD Regio Utrecht",1525,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1496
"GM0331","10-19","GGD Regio Utrecht",1903,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2009
"GM0331","20-29","GGD Regio Utrecht",1827,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1793
"GM0331","30-39","GGD Regio Utrecht",1484,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1491
"GM0331","40-49","GGD Regio Utrecht",1751,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1869
"GM0331","50-59","GGD Regio Utrecht",2399,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2366
"GM0331","60-69","GGD Regio Utrecht",1812,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1752
"GM0331","70-79","GGD Regio Utrecht",1214,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1175
"GM0331","80-89","GGD Regio Utrecht",475,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",453
"GM0331","90+","GGD Regio Utrecht",66,"Lopik","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",63
"GM0335","0-9","GGD Regio Utrecht",1485,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1511
"GM0335","10-19","GGD Regio Utrecht",1903,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1917
"GM0335","20-29","GGD Regio Utrecht",1525,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1530
"GM0335","30-39","GGD Regio Utrecht",1441,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1428
"GM0335","40-49","GGD Regio Utrecht",1751,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1821
"GM0335","50-59","GGD Regio Utrecht",2145,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2126
"GM0335","60-69","GGD Regio Utrecht",1621,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1623
"GM0335","70-79","GGD Regio Utrecht",1470,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1439
"GM0335","80-89","GGD Regio Utrecht",496,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",457
"GM0335","90+","GGD Regio Utrecht",59,"Montfoort","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",65
"GM0339","0-9","GGD Regio Utrecht",810,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",792
"GM0339","10-19","GGD Regio Utrecht",731,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",745
"GM0339","20-29","GGD Regio Utrecht",790,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",744
"GM0339","30-39","GGD Regio Utrecht",679,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",666
"GM0339","40-49","GGD Regio Utrecht",666,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",684
"GM0339","50-59","GGD Regio Utrecht",742,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",701
"GM0339","60-69","GGD Regio Utrecht",536,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",540
"GM0339","70-79","GGD Regio Utrecht",459,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",434
"GM0339","80-89","GGD Regio Utrecht",121,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",119
"GM0339","90+","GGD Regio Utrecht",22,"Renswoude","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",19
"GM0340","0-9","GGD Regio Utrecht",2209,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2261
"GM0340","10-19","GGD Regio Utrecht",2613,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2605
"GM0340","20-29","GGD Regio Utrecht",2161,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2169
"GM0340","30-39","GGD Regio Utrecht",2199,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2190
"GM0340","40-49","GGD Regio Utrecht",2394,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2453
"GM0340","50-59","GGD Regio Utrecht",2960,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2902
"GM0340","60-69","GGD Regio Utrecht",2465,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2430
"GM0340","70-79","GGD Regio Utrecht",2081,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2029
"GM0340","80-89","GGD Regio Utrecht",939,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",899
"GM0340","90+","GGD Regio Utrecht",182,"Rhenen","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",181
"GM0342","0-9","GGD Regio Utrecht",4707,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",4719
"GM0342","10-19","GGD Regio Utrecht",5749,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",5799
"GM0342","20-29","GGD Regio Utrecht",4669,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",4578
"GM0342","30-39","GGD Regio Utrecht",4858,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",4738
"GM0342","40-49","GGD Regio Utrecht",5903,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",5993
"GM0342","50-59","GGD Regio Utrecht",7207,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",7162
"GM0342","60-69","GGD Regio Utrecht",5938,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",5889
"GM0342","70-79","GGD Regio Utrecht",5166,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",5038
"GM0342","80-89","GGD Regio Utrecht",2271,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2248
"GM0342","90+","GGD Regio Utrecht",438,"Soest","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",442
"GM0344","0-9","GGD Regio Utrecht",41269,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",41820
"GM0344","10-19","GGD Regio Utrecht",37650,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",36916
"GM0344","20-29","GGD Regio Utrecht",76929,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",77907
"GM0344","30-39","GGD Regio Utrecht",65158,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",64345
"GM0344","40-49","GGD Regio Utrecht",46535,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",46760
"GM0344","50-59","GGD Regio Utrecht",39231,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",38252
"GM0344","60-69","GGD Regio Utrecht",26389,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",25889
"GM0344","70-79","GGD Regio Utrecht",16857,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",16556
"GM0344","80-89","GGD Regio Utrecht",7826,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",7614
"GM0344","90+","GGD Regio Utrecht",1526,"Utrecht","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1538
"GM0345","0-9","GGD Regio Utrecht",8067,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8053
"GM0345","10-19","GGD Regio Utrecht",8474,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8590
"GM0345","20-29","GGD Regio Utrecht",8280,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8139
"GM0345","30-39","GGD Regio Utrecht",8635,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8494
"GM0345","40-49","GGD Regio Utrecht",8151,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8344
"GM0345","50-59","GGD Regio Utrecht",8976,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8811
"GM0345","60-69","GGD Regio Utrecht",7680,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",7643
"GM0345","70-79","GGD Regio Utrecht",5761,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",5571
"GM0345","80-89","GGD Regio Utrecht",2456,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2419
"GM0345","90+","GGD Regio Utrecht",432,"Veenendaal","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",429
"GM0351","0-9","GGD Regio Utrecht",1781,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1745
"GM0351","10-19","GGD Regio Utrecht",1868,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1875
"GM0351","20-29","GGD Regio Utrecht",1472,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1441
"GM0351","30-39","GGD Regio Utrecht",1657,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1550
"GM0351","40-49","GGD Regio Utrecht",1614,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1642
"GM0351","50-59","GGD Regio Utrecht",1892,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1826
"GM0351","60-69","GGD Regio Utrecht",1482,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1438
"GM0351","70-79","GGD Regio Utrecht",1231,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1199
"GM0351","80-89","GGD Regio Utrecht",558,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",560
"GM0351","90+","GGD Regio Utrecht",84,"Woudenberg","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",86
"GM0352","0-9","GGD Regio Utrecht",2502,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2494
"GM0352","10-19","GGD Regio Utrecht",2803,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2956
"GM0352","20-29","GGD Regio Utrecht",2433,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2392
"GM0352","30-39","GGD Regio Utrecht",2490,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2472
"GM0352","40-49","GGD Regio Utrecht",2861,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2976
"GM0352","50-59","GGD Regio Utrecht",3854,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3845
"GM0352","60-69","GGD Regio Utrecht",3678,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3641
"GM0352","70-79","GGD Regio Utrecht",2361,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2230
"GM0352","80-89","GGD Regio Utrecht",838,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",806
"GM0352","90+","GGD Regio Utrecht",105,"Wijk bij Duurstede","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",102
"GM0353","0-9","GGD Regio Utrecht",3295,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3475
"GM0353","10-19","GGD Regio Utrecht",4686,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",4782
"GM0353","20-29","GGD Regio Utrecht",3593,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3600
"GM0353","30-39","GGD Regio Utrecht",3572,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3551
"GM0353","40-49","GGD Regio Utrecht",4697,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",5053
"GM0353","50-59","GGD Regio Utrecht",5604,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",5510
"GM0353","60-69","GGD Regio Utrecht",3977,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3860
"GM0353","70-79","GGD Regio Utrecht",2934,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",2854
"GM0353","80-89","GGD Regio Utrecht",1230,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1187
"GM0353","90+","GGD Regio Utrecht",231,"IJsselstein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",237
"GM0355","0-9","GGD Regio Utrecht",7248,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",7411
"GM0355","10-19","GGD Regio Utrecht",8024,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8016
"GM0355","20-29","GGD Regio Utrecht",7127,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",7201
"GM0355","30-39","GGD Regio Utrecht",7440,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",7400
"GM0355","40-49","GGD Regio Utrecht",8249,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8334
"GM0355","50-59","GGD Regio Utrecht",9182,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",9050
"GM0355","60-69","GGD Regio Utrecht",7651,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",7535
"GM0355","70-79","GGD Regio Utrecht",6216,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",6040
"GM0355","80-89","GGD Regio Utrecht",3137,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",3154
"GM0355","90+","GGD Regio Utrecht",769,"Zeist","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",764
"GM0356","0-9","GGD Regio Utrecht",6540,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",6577
"GM0356","10-19","GGD Regio Utrecht",6713,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",6771
"GM0356","20-29","GGD Regio Utrecht",7797,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",7609
"GM0356","30-39","GGD Regio Utrecht",8620,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8517
"GM0356","40-49","GGD Regio Utrecht",7888,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",7948
"GM0356","50-59","GGD Regio Utrecht",8833,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8782
"GM0356","60-69","GGD Regio Utrecht",8563,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",8757
"GM0356","70-79","GGD Regio Utrecht",6524,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",6229
"GM0356","80-89","GGD Regio Utrecht",2112,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",1996
"GM0356","90+","GGD Regio Utrecht",276,"Nieuwegein","Utrecht","VR09","Utrecht","Traumazorgnetwerk Midden-Nederland","GG2514","midden",276
"GM0358","0-9","GGD Amsterdam",3258,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",3360
"GM0358","10-19","GGD Amsterdam",4370,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",4363
"GM0358","20-29","GGD Amsterdam",3248,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",3177
"GM0358","30-39","GGD Amsterdam",3480,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",3451
"GM0358","40-49","GGD Amsterdam",4519,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",4716
"GM0358","50-59","GGD Amsterdam",5210,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",5056
"GM0358","60-69","GGD Amsterdam",3384,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",3314
"GM0358","70-79","GGD Amsterdam",2955,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",2912
"GM0358","80-89","GGD Amsterdam",1334,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",1283
"GM0358","90+","GGD Amsterdam",233,"Aalsmeer","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",227
"GM0361","0-9","GGD Hollands-Noorden",10935,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",11118
"GM0361","10-19","GGD Hollands-Noorden",11759,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",11857
"GM0361","20-29","GGD Hollands-Noorden",13224,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",13129
"GM0361","30-39","GGD Hollands-Noorden",14198,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",14110
"GM0361","40-49","GGD Hollands-Noorden",14253,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",14429
"GM0361","50-59","GGD Hollands-Noorden",15995,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",15845
"GM0361","60-69","GGD Hollands-Noorden",14097,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",14021
"GM0361","70-79","GGD Hollands-Noorden",10412,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",10076
"GM0361","80-89","GGD Hollands-Noorden",4239,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",4076
"GM0361","90+","GGD Hollands-Noorden",784,"Alkmaar","Noord-Holland","VR10","Noord-Holland-Noord","Netwerk Acute Zorg Noordwest","GG2707","noord",775
"GM0362","0-9","GGD Amsterdam",10578,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",10888
"GM0362","10-19","GGD Amsterdam",10433,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",10152
"GM0362","20-29","GGD Amsterdam",10539,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",11339
"GM0362","30-39","GGD Amsterdam",11978,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",12342
"GM0362","40-49","GGD Amsterdam",12292,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",12199
"GM0362","50-59","GGD Amsterdam",11930,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",11885
"GM0362","60-69","GGD Amsterdam",9861,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",9788
"GM0362","70-79","GGD Amsterdam",7777,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",7609
"GM0362","80-89","GGD Amsterdam",4331,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",4373
"GM0362","90+","GGD Amsterdam",1110,"Amstelveen","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",1100
"GM0363","0-9","GGD Amsterdam",83901,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",86250
"GM0363","0-9","GGD Amsterdam",83901,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","SpoedZorgNet","GG3406","noord",86250
"GM0363","10-19","GGD Amsterdam",80704,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","SpoedZorgNet","GG3406","noord",80394
"GM0363","10-19","GGD Amsterdam",80704,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",80394
"GM0363","20-29","GGD Amsterdam",166044,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",167372
"GM0363","20-29","GGD Amsterdam",166044,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","SpoedZorgNet","GG3406","noord",167372
"GM0363","30-39","GGD Amsterdam",161966,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",160548
"GM0363","30-39","GGD Amsterdam",161966,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","SpoedZorgNet","GG3406","noord",160548
"GM0363","40-49","GGD Amsterdam",111996,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","SpoedZorgNet","GG3406","noord",113396
"GM0363","40-49","GGD Amsterdam",111996,"Amsterdam","Noord-Holland","VR13","Amsterdam-Amstelland","Netwerk Acute Zorg Noordwest","GG3406","noord",113396
